"date","type","bottom","top","lower","upper","median","mean"
2020-04-09,"nowcast",74,110,81,96,92,92.624
2020-04-10,"nowcast",82,121,89,104,99,100.172
2020-04-11,"nowcast",87,125,97,113,107,107.256
2020-04-12,"nowcast",91,130,107,121,112,112.856
2020-04-13,"nowcast",98,136,106,122,117,116.959
2020-04-14,"nowcast",100,140,113,128,121,121.267
2020-04-15,"nowcast",101,142,112,128,124,124.447
2020-04-16,"nowcast",107,146,113,130,126,127.247
2020-04-17,"nowcast",108,152,121,139,130,130.465
2020-04-18,"nowcast",111,154,123,140,135,134.693
2020-04-19,"nowcast",115,158,128,145,139,138.685
2020-04-20,"nowcast",120,167,133,152,143,143.76
2020-04-21,"nowcast",123,170,137,156,148,148.045
2020-04-22,"nowcast",131,178,141,159,154,153.848
2020-04-23,"nowcast",135,181,149,167,159,159.66
2020-04-24,"nowcast",143,189,150,170,166,165.539
2020-04-25,"nowcast",148,196,159,178,171,170.95
2020-04-26,"nowcast",150,198,163,183,175,174.871
2020-04-27,"nowcast",153,201,163,183,178,178.116
2020-04-28,"nowcast",154,205,172,192,181,180.337
2020-04-29,"nowcast",156,208,171,192,184,184.482
2020-04-30,"nowcast",163,215,178,198,191,190.355
2020-05-01,"nowcast",172,226,186,207,199,199.321
2020-05-02,"nowcast",181,233,197,217,207,206.872
2020-05-03,"nowcast",186,237,201,223,213,212.767
2020-05-04,"nowcast",187,237,202,222,214,214.463
2020-05-05,"nowcast",189,239,201,222,215,215.609
2020-05-06,"nowcast",191,239,204,224,215.5,214.891
2020-05-07,"nowcast",190,236,202,221,213,213.398
2020-05-08,"nowcast",187,236,205,225,213,212.675
2020-05-09,"nowcast",185,237,199,219,212,211.98
2020-05-10,"nowcast",183,234,199,220,212,212.417
2020-05-11,"nowcast",187,239,207,228,216,215.733
2020-05-12,"nowcast",194,245,207,229,220,219.916
2020-05-13,"nowcast",194,244,209,230,221,220.979
2020-05-14,"nowcast",196,245,211,231,223,222.443
2020-05-15,"nowcast",198,250,210,231,223,223.678
2020-05-16,"nowcast",203,254,212,233,227,226.827
2020-05-17,"nowcast",203,253,218,238,228,228.826
2020-05-18,"nowcast",204,253,216,235,228,228.804
2020-05-19,"nowcast",199,249,216,236,227,227.769
2020-05-20,"nowcast",196,247,211,231,224,223.778
2020-05-21,"nowcast",192,240,202,222,214,214.665
2020-05-22,"nowcast",181,229,193,212,204,204.851
2020-05-23,"nowcast",171,219,185,203,195,195.103
2020-05-24,"nowcast",164,210,174,194,188,188.801
2020-05-25,"nowcast",162,207,175,194,187,186.322
2020-05-26,"nowcast",162,208,175,194,186,186.086
2020-05-27,"nowcast",165,212,170,190,186,186.191
2020-05-28,"nowcast",164,209,174,193,186,186.489
2020-05-29,"nowcast",162,209,174,193,187,187
2020-05-30,"nowcast",163,209,174,193,186,187.04
2020-05-31,"nowcast",160,210,175,195,187,187.005
2020-06-01,"nowcast",159,208,169,190,185,184.834
2020-06-02,"nowcast",154,207,168,190,181,181.024
2020-06-03,"nowcast",147,200,158,180,174,174.976
2020-06-04,"nowcast",135,190,155,176,165,165.303
2020-06-05,"nowcast",121,174,139,159,150,150.499
2020-06-06,"nowcast",110,159,121,140,134,134.534
2020-06-07,"nowcast",96,139,111,128,118,118.113
2020-06-08,"nowcast",84,120,97,111,103,103.165
2020-06-09,"nowcast",72,106,84,97,92,91.43
2020-06-10,"nowcast",65,96,74,86,82,81.88
2020-06-11,"nowcast",63,90,68,79,76,76.199
2020-06-12,"nowcast",58,84,62,73,70,70.876
2020-06-13,"nowcast",53,81,58,69,67,67.069
2020-06-14,"nowcast",47,74,58,67,63,63.326
2020-06-15,"nowcast",47,75,53,64,61,61.26
2020-06-16,"nowcast",44,72,54,64,59,59.297
2020-06-17,"nowcast",44,73,53,64,60,59.755
2020-06-18,"nowcast",45,75,53,65,62,61.861
2020-06-19,"nowcast",49,82,54,68,66,66.606
2020-06-20,"nowcast",56,90,64,77,72,72.178
2020-06-21,"nowcast",59,95,68,82,78,78.642
2020-06-22,"nowcast",65,103,73,89,86,85.96
2020-06-23,"nowcast",72,111,83,99,93,93.119
2020-06-24,"nowcast",79,122,90,107,100,101.269
2020-06-25,"nowcast",86,136,97,116,110,110.615
2020-06-26,"nowcast",95,153,106,128,121,122.758
2020-06-27,"nowcast",100,165,116,142,135,136.769
2020-06-28,"forecast",101,194,121,158,144,146.1792
2020-06-29,"forecast",100,220,124,171,158,161.495
2020-06-30,"forecast",103,257,132,192,172,178.4432
2020-07-01,"forecast",98,287,141,212,188,197.3134
2020-07-02,"forecast",98,330,149,238,208,219.5802
2020-07-03,"forecast",101,388,147,255,228,245.3748
2020-07-04,"forecast",109,455,161,289,249,275.0898
2020-07-05,"forecast",106,529,171,319,275,309.9028
2020-07-06,"forecast",93,607,170,349,304,352.7788
2020-07-07,"forecast",84,695,159,368,330,398.5168
2020-07-08,"forecast",73,827,167,410,363,461.7494
2020-07-09,"forecast",71,985,192,470,397,532.5586
2020-07-10,"forecast",74,1189,198,511,440,622.179
2020-07-11,"forecast",0,1329,167,529,477.5,732.6968
