"date","type","bottom","top","lower","upper","median","mean"
2020-05-05,"nowcast",244,325,268,297,284.5,285.32
2020-05-06,"nowcast",255,336,283,315,299,299.467
2020-05-07,"nowcast",268,351,293,327,314,313.259
2020-05-08,"nowcast",282,368,308,343,327,327.032
2020-05-09,"nowcast",293,381,322,356,343,342.548
2020-05-10,"nowcast",315,401,341,374,360,360.628
2020-05-11,"nowcast",331,420,364,398,379,378.711
2020-05-12,"nowcast",353,434,370,404,392,393.058
2020-05-13,"nowcast",367,446,382,415,405,406.111
2020-05-14,"nowcast",377,452,405,436,418,416.586
2020-05-15,"nowcast",386,461,401,431,421,420.349
2020-05-16,"nowcast",380,459,396,428,418,418.965
2020-05-17,"nowcast",372,464,387,423,412,412.725
2020-05-18,"nowcast",361,461,387,426,409,410.045
2020-05-19,"nowcast",361,467,393,435,417,418.548
2020-05-20,"nowcast",379,486,414,459,438,437.504
2020-05-21,"nowcast",397,511,436,481,456,456.611
2020-05-22,"nowcast",424,539,462,510,480,479.02
2020-05-23,"nowcast",447,562,481,525,506,503.408
2020-05-24,"nowcast",475,587,507,553,532,530.388
2020-05-25,"nowcast",503,607,534,578,558,557.314
2020-05-26,"nowcast",530,629,554,595,581,580.498
2020-05-27,"nowcast",556,653,575,613,598,597.655
2020-05-28,"nowcast",565,657,595,630,610,610.756
2020-05-29,"nowcast",578,658,596,630,618,618.165
2020-05-30,"nowcast",568,654,600,637,618,617.035
2020-05-31,"nowcast",561,645,580,614,605,605.247
2020-06-01,"nowcast",551,637,566,601,590,591.066
2020-06-02,"nowcast",532,623,555,594,579,579.09
2020-06-03,"nowcast",526,617,547,584,571,572.564
2020-06-04,"nowcast",518,616,539,579,565,566.253
2020-06-05,"nowcast",512,616,549,591,568,568.159
2020-06-06,"nowcast",524,629,546,589,573.5,574.806
2020-06-07,"nowcast",518,640,551,597,575,575.601
2020-06-08,"nowcast",516,654,551,608,578,578.909
2020-06-09,"nowcast",509,668,539,605,588,589.499
2020-06-10,"nowcast",532,704,565,632,610,611.807
2020-06-11,"nowcast",552,730,605,680,643,645.467
2020-06-12,"nowcast",576,768,626,708,681,680.789
2020-06-13,"nowcast",617,819,672,757,721,720.685
2020-06-14,"nowcast",657,879,704,802,766,764.285
2020-06-15,"nowcast",694,927,777,874,820.5,821.087
2020-06-16,"nowcast",767,1006,848,944,888,887.762
2020-06-17,"nowcast",849,1083,914,1004,962,963.002
2020-06-18,"nowcast",933,1144,980,1063,1038,1038.881
2020-06-19,"nowcast",1018,1208,1065,1141,1107,1107.184
2020-06-20,"nowcast",1085,1250,1135,1203,1163.5,1163.594
2020-06-21,"nowcast",1117,1268,1163,1226,1192,1191.102
2020-06-22,"nowcast",1124,1267,1166,1224,1195,1192.938
2020-06-23,"nowcast",1102,1241,1145,1199,1168,1166.476
2020-06-24,"nowcast",1061,1209,1090,1148,1123,1124.183
2020-06-25,"nowcast",991,1165,1044,1116,1081,1080.421
2020-06-26,"nowcast",953,1162,1015,1098,1052,1053.732
2020-06-27,"nowcast",943,1195,1018,1117,1068,1069.134
2020-06-28,"forecast",891,1250,1002,1146,1069,1068.674
2020-06-29,"forecast",844,1277,969,1145,1066,1067.6512
2020-06-30,"forecast",824,1328,962,1170,1066,1066.9386
2020-07-01,"forecast",776,1353,935,1167,1063,1065.2804
2020-07-02,"forecast",775,1416,917,1182,1061,1064.3466
2020-07-03,"forecast",702,1410,910,1194,1064,1069.92
2020-07-04,"forecast",675,1454,915,1225,1066,1071.6254
2020-07-05,"forecast",654,1503,868,1202,1060,1066.983
2020-07-06,"forecast",626,1548,871,1242,1060,1065.4276
2020-07-07,"forecast",583,1563,821,1207,1063,1069.1868
2020-07-08,"forecast",548,1576,832,1238,1056,1068.3132
2020-07-09,"forecast",512,1640,829,1265,1057,1067.12
2020-07-10,"forecast",450,1621,780,1239,1055,1068.8934
2020-07-11,"forecast",429,1678,800,1277,1046,1073.4244
